2024,ACM Comput. Surveys,"Surveying Emerging Network Approaches for Military Command and Control Systems.",João Eduardo Costa Gomes; Ricardo Rodrigues Ehlert; Rodrigo Murillo Boesche; Vinicius Santosde Lima; Jorgito Matiuzzi Stocchero; Dante A. C. Barone; Juliano Araujo Wickboldt; Edison Pignaton de Freitas; Julio C. S. dos Anjos; Ricardo Queiroz de Araujo Fernandes,https://doi.org/10.1145/3626090,null,J,no_arxiv,0
2023,ACM Comput. Surveys,"Predictive Maintenance in the Military Domain: A Systematic Review of the Literature.",Jovani Dalzochio; Rafael Kunst; Jorge Luis Victória Barbosa; Pedro Clarindo da Silva Neto; Edison Pignaton; Carla Schwengber ten Caten; Alex de Lima Teodoro da Penha,https://doi.org/10.1145/3586100,null,J,no_arxiv,0
2023,J. Intelligent & Robotic Syst.,"A Multisession SLAM Approach for RatSLAM.",Matheus Chaves Menezes; Mauro Enrique de Souza Muñoz; Edison Pignaton de Freitas; Sen Cheng; Areolino de Almeida Neto; Paulo Rogério de Almeida Ribeiro; Alexandre C. M. Oliveira,https://doi.org/10.1007/s10846-023-01816-3,null,J,no_arxiv,0
2020,J. Intelligent & Robotic Syst.,"A UAV Guidance System Using Crop Row Detection and Line Follower Algorithms.",Maik Basso; Edison Pignaton de Freitas,https://doi.org/10.1007/s10846-019-01006-0,null,J,no_arxiv,0
2024,ACM Comput. Surveys,"Surveying Emerging Network Approaches for Military Command and Control Systems.",João Eduardo Costa Gomes; Ricardo Rodrigues Ehlert; Rodrigo Murillo Boesche; Vinicius Santosde Lima; Jorgito Matiuzzi Stocchero; Dante A. C. Barone; Juliano Araujo Wickboldt; Edison Pignaton de Freitas; Julio C. S. dos Anjos; Ricardo Queiroz de Araujo Fernandes,https://doi.org/10.1145/3626090,null,J,no_arxiv,0
2024,J. Field Robotics,"Sharing three-dimensional occupancy grid maps to support multi-UAVs cooperative navigation systems.",Maik Basso; Antonio S. da Silva; Diego Alvim Stocchero; Edison P. de Freitas,https://doi.org/10.1002/rob.22333,null,J,no_arxiv,0
2023,ACM Comput. Surveys,"Predictive Maintenance in the Military Domain: A Systematic Review of the Literature.",Jovani Dalzochio; Rafael Kunst; Jorge Luis Victória Barbosa; Pedro Clarindo da Silva Neto; Edison Pignaton; Carla Schwengber ten Caten; Alex de Lima Teodoro da Penha,https://doi.org/10.1145/3586100,null,J,no_arxiv,0
2023,J. Field Robotics,"Merging three-dimensional occupancy grid maps to support multi-UAVs cooperative navigation systems.",Maik Basso; Diego Stocchero; Pedro Schnarndorf; Edison Pignaton de Freitas,https://doi.org/10.1002/rob.22143,null,J,no_arxiv,0
2023,J. Field Robotics,"A systematic literature review of flying ad hoc networks: State-of-the-art, challenges, and perspectives.",Faezeh Pasandideh; João P. J. da Costa; Rafael Kunst; Wibowo Hardjawana; Edison Pignaton de Freitas,https://doi.org/10.1002/rob.22157,null,J,no_arxiv,0
2023,J. Intelligent & Robotic Syst.,"A Multisession SLAM Approach for RatSLAM.",Matheus Chaves Menezes; Mauro Enrique de Souza Muñoz; Edison Pignaton de Freitas; Sen Cheng; Areolino de Almeida Neto; Paulo Rogério de Almeida Ribeiro; Alexandre C. M. Oliveira,https://doi.org/10.1007/s10846-023-01816-3,null,J,no_arxiv,0
2020,J. Intelligent & Robotic Syst.,"A UAV Guidance System Using Crop Row Detection and Line Follower Algorithms.",Maik Basso; Edison Pignaton de Freitas,https://doi.org/10.1007/s10846-019-01006-0,null,J,no_arxiv,0
